CustomerID,SignupDate,CustomerArchetype,FirstName,LastName,Email,Phone,Country,State,City,Address
CUST-00013,2023-01-01,Coffee Regulars,Vilma,Zimmermann,vilma.zimmermann.00013@ch.kupferkanne.test,+41 55 843 41 11,CH,Vaud,Lausanne,"Walderstrasse 88, Lausanne"
CUST-00014,2023-01-28,Coffee Regulars,Alma,Wieloch,alma.wieloch.00014@de.kupferkanne.test,0151750310,DE,Berlin,Berlin,"Jüttnerallee 8, Berlin"
CUST-00015,2023-01-16,One-Time Buyers,Helma,Hecker,helma.hecker.00015@de.kupferkanne.test,+49(0) 480615633,DE,Berlin,Berlin,"Isabelle-Fliegner-Gasse 29-36, Berlin"
CUST-00016,2023-01-22,Occasional Explorers,Niko,Rogner,niko.rogner.00016@de.kupferkanne.test,00634516306,DE,Berlin,Berlin,"Langering 58/13, Berlin"
CUST-00017,2023-01-11,Coffee Regulars,Leigh,Bradley,leigh.bradley.00017@uk.kupferkanne.test,+44(0)161 496 0249,UK,England,Manchester,"John Light 141, Manchester"
CUST-00018,2023-01-29,One-Time Buyers,Arnulf,Kraus,arnulf.kraus.00018@de.kupferkanne.test,+49(0) 763172864,DE,North Rhine-Westphalia,Dortmund,"Lili-Trommler-Gasse 9, Dortmund"
CUST-00019,2023-01-09,Premium Enthusiasts,Belinda,Kade,belinda.kade.00019@de.kupferkanne.test,(00175) 168952,DE,North Rhine-Westphalia,Dortmund,"Oestrovskyring 24-11, Dortmund"
CUST-00020,2023-01-09,Coffee Regulars,Manon,Godart,manon.godart.00020@be.kupferkanne.test,001-749-382-9936x2975,BE,Flanders,Antwerp,"Dominique Lakes 6854, Antwerp"
CUST-00021,2023-01-23,Coffee Regulars,Katja,Zauner,katja.zauner.00021@at.kupferkanne.test,+43 737796821503,AT,Vienna,Vienna,"Haidstraße 8, Vienna"
CUST-00022,2023-01-15,Coffee Regulars,Fabian,Powierża,fabian.powierza.00022@pl.kupferkanne.test,692 909 216,PL,Lower Silesian,Wroclaw,"Żwirki i Wigury 92, Wroclaw"
CUST-00023,2023-01-23,Occasional Explorers,Emanuel,Gartner,emanuel.gartner.00023@at.kupferkanne.test,(0662) 57152 776,AT,Vienna,Vienna,"Karl-Hochreiter-Platz 3/8, Vienna"
CUST-00024,2023-01-19,One-Time Buyers,Traudl,Jopich,traudl.jopich.00024@de.kupferkanne.test,09978 15269,DE,North Rhine-Westphalia,Dusseldorf,"Karzgasse 27-90, Dusseldorf"
CUST-00025,2023-01-06,Coffee Regulars,Meinrad,Hoffmann,meinrad.hoffmann.00025@de.kupferkanne.test,04766 259539,DE,Berlin,Berlin,"Dowergweg 36/99, Berlin"
CUST-00026,2023-01-22,Coffee Regulars,Linnea,Foidl,linnea.foidl.00026@at.kupferkanne.test,0512 01910 706,AT,Vienna,Vienna,"Alara-Beck-Straße 78, Vienna"
CUST-00027,2023-01-10,Coffee Regulars,Ruth,Rossmann,ruth.rossmann.00027@at.kupferkanne.test,+43 618244571385,AT,Salzburg,Salzburg,"Markus-Richter-Ring 6, Salzburg"
CUST-00028,2023-01-19,Occasional Explorers,Nicolas,Bachmann,nicolas.bachmann.00028@de.kupferkanne.test,(03671) 163546,DE,Berlin,Berlin,"Bärerplatz 8451, Berlin"
CUST-00029,2023-01-13,Power Buyers,Jędrzej,Bejm,jedrzej.bejm.00029@pl.kupferkanne.test,+48 508 848 471,PL,Lesser Poland,Krakow,"Kwiatowa 346, Krakow"
CUST-00030,2023-01-03,Gift Buyers,Tomas,Jacobi Jäckel,tomas.jacobi.jackel.00030@de.kupferkanne.test,+49 (0) 7842 944889,DE,Berlin,Berlin,"Sieringring 5-4, Berlin"
CUST-00031,2023-01-30,Gift Buyers,Klaas,Siering,klaas.siering.00031@de.kupferkanne.test,+49 (0) 1999 923285,DE,North Rhine-Westphalia,Cologne,"Hübelweg 568, Cologne"
CUST-00032,2023-01-17,Occasional Explorers,Sergio,Wieloch,sergio.wieloch.00032@de.kupferkanne.test,00844 336586,DE,Berlin,Berlin,"Etzoldring 16-38, Berlin"
CUST-00033,2023-01-12,Coffee Regulars,Noëlle,Lafleur,noelle.lafleur.00033@nl.kupferkanne.test,0423 882772,NL,North Brabant,Breda,"Noahof 3, Breda"
CUST-00034,2023-01-05,Gift Buyers,Meta,Austermühle,meta.austermuhle.00034@de.kupferkanne.test,+49 (0) 7480 498888,DE,Berlin,Berlin,"Felizitas-Siering-Ring 83, Berlin"
CUST-00035,2023-01-21,Occasional Explorers,Ralph,Meyer,ralph.meyer.00035@at.kupferkanne.test,+43 790953766485,AT,Salzburg,Salzburg,"Timo-Kasper-Straße 6/9, Salzburg"
CUST-00036,2023-01-23,Premium Enthusiasts,Hans-Günter,Anders,hans.gunter.anders.00036@de.kupferkanne.test,0492241715,DE,Berlin,Berlin,"Jopichring 0, Berlin"
CUST-00037,2023-01-29,Coffee Regulars,Irene,Hänel,irene.hanel.00037@de.kupferkanne.test,0950613476,DE,Bavaria,Nuremberg,"Fechnerstraße 2, Nuremberg"
CUST-00038,2023-01-10,Occasional Explorers,Miłosz,Kwasek,miosz.kwasek.00038@pl.kupferkanne.test,+48 698 212 482,PL,Lower Silesian,Legnica,"Grzybowa 38, Legnica"
CUST-00039,2023-01-10,Power Buyers,Magda,Jüttner,magda.juttner.00039@de.kupferkanne.test,+49(0) 863319613,DE,Berlin,Berlin,"Pero-Schleich-Allee 39-77, Berlin"
CUST-00040,2023-01-16,Occasional Explorers,Brahim,Nicolas,brahim.nicolas.00040@be.kupferkanne.test,001-446-595-0557x8172,BE,Flanders,Antwerp,"Pire Falls 8427, Antwerp"
CUST-00041,2023-01-10,Coffee Regulars,Allan,Brandt,allan.brandt.00041@dk.kupferkanne.test,+45 26019389,DK,Central Denmark,Aarhus,"Høyensgade 5, Aarhus"
CUST-00042,2023-01-28,One-Time Buyers,Casper,Frankhuizen,casper.frankhuizen.00042@nl.kupferkanne.test,(0521)-114057,NL,North Holland,Haarlem,"Chloépad 89, Haarlem"
CUST-00043,2023-01-15,Gift Buyers,Nela,Fryś,nela.frys.00043@pl.kupferkanne.test,729 433 653,PL,Masovian,Warsaw,"Leszczynowa 36/32, Warsaw"
CUST-00044,2023-01-21,Occasional Explorers,Adam,Schmiedecke,adam.schmiedecke.00044@de.kupferkanne.test,0797785688,DE,North Rhine-Westphalia,Dortmund,"Schmidtgasse 97/81, Dortmund"
CUST-00045,2023-01-01,Occasional Explorers,Wilfried,Lindner,wilfried.lindner.00045@de.kupferkanne.test,01374 35308,DE,North Rhine-Westphalia,Cologne,"Gumprichgasse 631, Cologne"
CUST-00046,2023-01-04,Premium Enthusiasts,Brita,Huhn,brita.huhn.00046@de.kupferkanne.test,+49(0)3464596978,DE,North Rhine-Westphalia,Cologne,"Brunhild-Spieß-Gasse 36-43, Cologne"
CUST-00047,2023-01-23,Gift Buyers,Doris,Dörschner,doris.dorschner.00047@de.kupferkanne.test,08577 236658,DE,North Rhine-Westphalia,Cologne,"Klaus-Günter-Thies-Weg 75/82, Cologne"
CUST-00048,2023-01-10,Premium Enthusiasts,Roland,Lindqvist,roland.lindqvist.00048@se.kupferkanne.test,08-85 53 62,SE,Vastra Gotaland,Borås,"Ekstigen 2, Borås"
CUST-00049,2023-01-29,Coffee Regulars,Lara,Ruppert,lara.ruppert.00049@de.kupferkanne.test,+49(0) 753819208,DE,Bavaria,Munich,"Kilian-Becker-Allee 7/1, Munich"
CUST-00050,2023-01-05,One-Time Buyers,Inna,Caspar,inna.caspar.00050@de.kupferkanne.test,(04472) 83139,DE,Bavaria,Nuremberg,"Mangoldgasse 9-1, Nuremberg"
CUST-00051,2023-01-24,One-Time Buyers,Marianne,Seidel,marianne.seidel.00051@de.kupferkanne.test,+49 (0) 7929 501125,DE,Berlin,Berlin,"Valeska-Dippel-Straße 54-47, Berlin"
CUST-00052,2023-01-01,Premium Enthusiasts,Artur,Zingg,artur.zingg.00052@ch.kupferkanne.test,+41 52 145 94 73,CH,Vaud,Montreux,"Hürlimannstrasse 595, Montreux"
CUST-00053,2023-01-05,Coffee Regulars,Charly,Remacle,charly.remacle.00053@be.kupferkanne.test,(250)396-1785x10454,BE,Flanders,Antwerp,"Cuvelier Mountain 033, Antwerp"
CUST-00054,2023-01-05,Occasional Explorers,Melissa,Schrammel,melissa.schrammel.00054@at.kupferkanne.test,+43 (0) 7537 58343581,AT,Upper Austria,Linz,"Evelyn-Scholz-Gasse 541, Linz"
CUST-00055,2023-01-30,Occasional Explorers,Jessica,Parmentier,jessica.parmentier.00055@be.kupferkanne.test,(738)484-4580,BE,Brussels-Capital,Brussels,"Moreau Row 22384, Brussels"
CUST-00056,2023-01-01,Gift Buyers,Nikola,Peham,nikola.peham.00056@at.kupferkanne.test,+43 286913508576,AT,Salzburg,Salzburg,"Luana-Himmelbauer-Weg 62, Salzburg"
CUST-00057,2023-01-04,Coffee Regulars,Kathi,Schenk,kathi.schenk.00057@de.kupferkanne.test,(03868) 186316,DE,Bavaria,Augsburg,"Carolin-Dörr-Allee 70, Augsburg"
CUST-00058,2023-01-06,Gift Buyers,Kazimierz,Szczypek,kazimierz.szczypek.00058@pl.kupferkanne.test,503 714 402,PL,Lower Silesian,Wroclaw,"Średnia 06/29, Wroclaw"
CUST-00059,2023-01-15,Premium Enthusiasts,Sören,Martin,soren.martin.00059@de.kupferkanne.test,+49(0)8364939220,DE,Berlin,Berlin,"Stadelmannallee 8471, Berlin"
CUST-00060,2023-01-04,Premium Enthusiasts,Tobiasz,Machowicz,tobiasz.machowicz.00060@pl.kupferkanne.test,+48 727 003 104,PL,Lesser Poland,Krakow,"Klonowa 94/37, Krakow"
CUST-00061,2023-01-24,Gift Buyers,Loes,Luboch,loes.luboch.00061@nl.kupferkanne.test,+31647 431101,NL,South Holland,The Hague,"Esmeering 982, The Hague"
CUST-00062,2023-01-19,Occasional Explorers,Armin,Eberth,armin.eberth.00062@de.kupferkanne.test,+49(0)4490 03483,DE,North Rhine-Westphalia,Dusseldorf,"Hamannallee 28, Dusseldorf"
CUST-00063,2023-01-30,One-Time Buyers,Galina,Weihmann,galina.weihmann.00063@de.kupferkanne.test,03864 907930,DE,North Rhine-Westphalia,Dusseldorf,"Gotthardstr. 48-27, Dusseldorf"
CUST-00064,2023-01-08,Coffee Regulars,Morris,Kuhn,morris.kuhn.00064@ch.kupferkanne.test,032 271 33 73,CH,Vaud,Montreux,"Scheideggerstrasse 32, Montreux"
CUST-00065,2023-01-28,Coffee Regulars,Viktoria,Hager,viktoria.hager.00065@at.kupferkanne.test,(0732) 48412 189,AT,Vienna,Vienna,"Elona-Amon-Straße 44, Vienna"
CUST-00066,2023-01-06,Coffee Regulars,Betti,Trub,betti.trub.00066@de.kupferkanne.test,02035 13650,DE,North Rhine-Westphalia,Dortmund,"Stollweg 60/94, Dortmund"
CUST-00067,2023-01-05,Churned Loyals,Damian,Staude,damian.staude.00067@de.kupferkanne.test,(06532) 22105,DE,Bavaria,Munich,"Schmidtplatz 5/2, Munich"
CUST-00068,2023-01-05,Coffee Regulars,Hildegund,Segebahn,hildegund.segebahn.00068@de.kupferkanne.test,06080814302,DE,North Rhine-Westphalia,Cologne,"Säuberlichstraße 7216, Cologne"
CUST-00069,2023-01-26,Coffee Regulars,Julia,Auinger,julia.auinger.00069@at.kupferkanne.test,+43 316204899426,AT,Vienna,Vienna,"Mariam-Renner-Ring 9, Vienna"
CUST-00070,2023-01-25,One-Time Buyers,Hans-Theo,Fliegner,hans.theo.fliegner.00070@de.kupferkanne.test,09511 33101,DE,Berlin,Berlin,"Ann-Klemt-Platz 34/70, Berlin"
CUST-00071,2023-01-23,Gift Buyers,Alexander,van der Velden,alexander.van.der.velden.00071@nl.kupferkanne.test,+31(0)154 626018,NL,North Brabant,Breda,"Emmapad 809, Breda"
CUST-00072,2023-01-02,Coffee Regulars,Vladimir,Weihmann,vladimir.weihmann.00072@de.kupferkanne.test,+49(0)4596476173,DE,Bavaria,Munich,"Toni-Klemm-Ring 89/56, Munich"
CUST-00073,2023-01-30,Gift Buyers,Irma,Geisler,irma.geisler.00073@de.kupferkanne.test,07981 817872,DE,Berlin,Berlin,"Burckhard-Schönland-Weg 9/6, Berlin"
CUST-00074,2023-01-29,Occasional Explorers,Süleyman,Wiek,suleyman.wiek.00074@de.kupferkanne.test,+49(0)5744 856191,DE,Berlin,Berlin,"Timo-Christoph-Gasse 4, Berlin"
CUST-00075,2023-01-04,Premium Enthusiasts,Michel,Yilmaz,michel.yilmaz.00075@be.kupferkanne.test,660-530-0902x711,BE,Flanders,Ghent,"Dessart Fords 34436, Ghent"
CUST-00076,2023-01-04,Premium Enthusiasts,Hélène,Bodson,helene.bodson.00076@be.kupferkanne.test,9558548000,BE,Flanders,Ghent,"Zakaria Gateway 3174, Ghent"
CUST-00077,2023-01-18,Premium Enthusiasts,Armin,Auer,armin.auer.00077@at.kupferkanne.test,+43 628321939356,AT,Salzburg,Salzburg,"Jasper-Kaltenböck-Ring 4, Salzburg"
CUST-00078,2023-01-23,Premium Enthusiasts,Volkmar,Etzler,volkmar.etzler.00078@de.kupferkanne.test,(02692) 80945,DE,Bavaria,Munich,"Jüttnerstraße 520, Munich"
CUST-00079,2023-01-16,Churned Loyals,Heike,Gute,heike.gute.00079@de.kupferkanne.test,+49(0)6552 498795,DE,North Rhine-Westphalia,Dusseldorf,"Hörleweg 2-7, Dusseldorf"
CUST-00080,2023-01-20,Occasional Explorers,Dennis,Jäkel,dennis.jakel.00080@de.kupferkanne.test,01263 797525,DE,Berlin,Berlin,"Friederike-Wulff-Ring 6/9, Berlin"
CUST-00081,2023-01-15,Occasional Explorers,Christl,Geißler,christl.geiler.00081@de.kupferkanne.test,(01223) 48043,DE,Berlin,Berlin,"Attila-Matthäi-Platz 9, Berlin"
CUST-00082,2023-01-12,Occasional Explorers,Lore,Franke,lore.franke.00082@de.kupferkanne.test,09493 87551,DE,Berlin,Berlin,"Waldemar-Neuschäfer-Ring 1-8, Berlin"
CUST-00083,2023-01-12,One-Time Buyers,Ewa,Werner,ewa.werner.00083@de.kupferkanne.test,0547419975,DE,North Rhine-Westphalia,Dortmund,"Kuschring 6029, Dortmund"
CUST-00084,2023-01-27,Churned Loyals,Sophie,Bachmann,sophie.bachmann.00084@de.kupferkanne.test,+49(0) 034133185,DE,Berlin,Berlin,"Steystraße 81-21, Berlin"
CUST-00085,2023-01-17,Premium Enthusiasts,Laura,Reicher,laura.reicher.00085@at.kupferkanne.test,+43 (0) 2823 62930491,AT,Vienna,Vienna,"Falknergasse 7, Vienna"
CUST-00086,2023-01-25,Gift Buyers,Ilias,Pauer,ilias.pauer.00086@at.kupferkanne.test,+43 540884712429,AT,Vienna,Vienna,"Aylin-Hammerl-Weg 7, Vienna"
CUST-00087,2023-01-09,One-Time Buyers,Sofia,Heinz,sofia.heinz.00087@de.kupferkanne.test,+49(0) 578102810,DE,Berlin,Berlin,"Fauststraße 843, Berlin"
CUST-00088,2023-01-22,Churned Loyals,Elwira,Beyer,elwira.beyer.00088@de.kupferkanne.test,+49 (0) 6119 003756,DE,North Rhine-Westphalia,Dusseldorf,"Cosimo-Boucsein-Platz 6622, Dusseldorf"
CUST-00089,2023-01-03,One-Time Buyers,Heiderose,Hering,heiderose.hering.00089@de.kupferkanne.test,+49(0)9904 759761,DE,Berlin,Berlin,"Paulo-Jacobi Jäckel-Straße 85-44, Berlin"
CUST-00090,2023-01-30,Coffee Regulars,Bethany,Taylor,bethany.taylor.00090@uk.kupferkanne.test,0113 496 0879,UK,England,Bristol,"Watkins Harbors 151, Bristol"
CUST-00091,2023-01-14,Gift Buyers,Rafał,Jarmużek,rafa.jarmuzek.00091@pl.kupferkanne.test,+48 735 298 647,PL,Lower Silesian,Legnica,"Jesienna 34, Legnica"
CUST-00092,2023-01-30,Occasional Explorers,Nicolai,Neureiter,nicolai.neureiter.00092@at.kupferkanne.test,+43 4725 14541 068,AT,Vienna,Vienna,"Schönbergerring 957, Vienna"
CUST-00093,2023-01-03,One-Time Buyers,Friedhelm,Seip,friedhelm.seip.00093@de.kupferkanne.test,(04032) 049473,DE,Bavaria,Nuremberg,"Kabusallee 0, Nuremberg"
CUST-00094,2023-01-15,Gift Buyers,Kathy,Gorlitz,kathy.gorlitz.00094@de.kupferkanne.test,0759180000,DE,Berlin,Berlin,"Angelo-Tlustek-Ring 9, Berlin"
CUST-00095,2023-01-29,Premium Enthusiasts,Albrecht,Sontag,albrecht.sontag.00095@de.kupferkanne.test,+49(0)4865 440815,DE,North Rhine-Westphalia,Cologne,"Lehmannweg 3/1, Cologne"
CUST-00096,2023-01-19,Power Buyers,Maritta,Bohlander,maritta.bohlander.00096@de.kupferkanne.test,00545696387,DE,North Rhine-Westphalia,Cologne,"Heuserring 730, Cologne"
CUST-00097,2023-01-16,Coffee Regulars,Konstantin,Killer,konstantin.killer.00097@de.kupferkanne.test,+49(0) 046180271,DE,Berlin,Berlin,"Grafstraße 7502, Berlin"
CUST-00098,2023-01-07,Premium Enthusiasts,Leon,Stey,leon.stey.00098@de.kupferkanne.test,03882 990530,DE,North Rhine-Westphalia,Dortmund,"Geza-Stumpf-Weg 55, Dortmund"
CUST-00099,2023-01-28,Premium Enthusiasts,Ewa,Adolph,ewa.adolph.00099@de.kupferkanne.test,07539873776,DE,North Rhine-Westphalia,Dusseldorf,"Mosemannring 74/13, Dusseldorf"
CUST-00100,2023-01-10,Occasional Explorers,Evelin,Renner,evelin.renner.00100@de.kupferkanne.test,06926 350063,DE,Bavaria,Munich,"Karolina-Thies-Gasse 26/78, Munich"
CUST-00101,2023-01-30,Occasional Explorers,Torsten,Kabus,torsten.kabus.00101@de.kupferkanne.test,+49(0) 820723254,DE,Bavaria,Augsburg,"Hertha-Holzapfel-Platz 73-18, Augsburg"
CUST-00102,2023-01-30,Gift Buyers,Emil,Waloszek,emil.waloszek.00102@pl.kupferkanne.test,+48 572 547 667,PL,Lower Silesian,Legnica,"Magnoliowa 63/09, Legnica"
CUST-00103,2023-01-15,Occasional Explorers,Britta,Karlsen,britta.karlsen.00103@dk.kupferkanne.test,39 82 71 55,DK,Capital Region,Hillerod,"Paduavej 953, Hillerod"
CUST-00104,2023-01-14,Power Buyers,Tijmen,de Hoogh,tijmen.de.hoogh.00104@nl.kupferkanne.test,0047-956181,NL,North Holland,Haarlem,"Tygopad 8, Haarlem"
CUST-00105,2023-01-20,Coffee Regulars,Jasmina,Seiler,jasmina.seiler.00105@at.kupferkanne.test,(02819) 70938 261,AT,Vienna,Vienna,"Estelle-Fuchs-Weg 721, Vienna"
CUST-00106,2023-01-22,Coffee Regulars,Ditmar,Tintzmann,ditmar.tintzmann.00106@de.kupferkanne.test,+49 (0) 2394 711222,DE,North Rhine-Westphalia,Dortmund,"Victor-Klemm-Platz 11, Dortmund"
CUST-00107,2023-01-31,Occasional Explorers,Anna,Krause,anna.krause.00107@de.kupferkanne.test,(05438) 856648,DE,Berlin,Berlin,"Stahrallee 999, Berlin"
CUST-00108,2023-01-16,Occasional Explorers,Krystyna,Mikoda,krystyna.mikoda.00108@pl.kupferkanne.test,530 457 864,PL,Lower Silesian,Legnica,"Wiślana 32, Legnica"
CUST-00109,2023-01-04,New Arrivals,Marit,van Geffen,marit.van.geffen.00109@nl.kupferkanne.test,0288-546859,NL,North Brabant,Eindhoven,"Lexdreef 6, Eindhoven"
CUST-00110,2023-01-02,Premium Enthusiasts,Lona,Mathiesen,lona.mathiesen.00110@dk.kupferkanne.test,0496 1066,DK,Capital Region,Copenhagen,"Lilliendalsvej 9, Copenhagen"
CUST-00111,2023-01-21,One-Time Buyers,Swetlana,Müller,swetlana.muller.00111@de.kupferkanne.test,(04566) 486868,DE,North Rhine-Westphalia,Dortmund,"Lothar-Scheel-Platz 469, Dortmund"
CUST-00112,2023-01-08,Coffee Regulars,Süleyman,Pohl,suleyman.pohl.00112@de.kupferkanne.test,0072663915,DE,Bavaria,Augsburg,"Langernring 5/4, Augsburg"
CUST-00113,2023-01-25,Coffee Regulars,Arthur,Henry,arthur.henry.00113@be.kupferkanne.test,001-308-913-8867x6305,BE,Flanders,Ghent,"Meunier Street 2173, Ghent"
CUST-00114,2023-01-01,Coffee Regulars,Gislinde,Hölzenbecher,gislinde.holzenbecher.00114@de.kupferkanne.test,+49(0)8077 988817,DE,Bavaria,Augsburg,"Johan-Förster-Straße 6-7, Augsburg"
CUST-00115,2023-01-19,Premium Enthusiasts,Suzanne,Beer,suzanne.beer.00115@de.kupferkanne.test,+49(0) 473432503,DE,Bavaria,Augsburg,"Antonio-Scholl-Allee 84, Augsburg"
CUST-00116,2023-01-21,Coffee Regulars,Nora,Dussart,nora.dussart.00116@be.kupferkanne.test,(230)240-4818x94408,BE,Wallonia,Liege,"Courtois Prairie 383, Liege"
CUST-00117,2023-01-24,One-Time Buyers,Lina,Kuijpers,lina.kuijpers.00117@nl.kupferkanne.test,+31(0)73-3643650,NL,South Holland,Rotterdam,"Nadinesingel 87, Rotterdam"
CUST-00118,2023-01-04,Coffee Regulars,Marlen,van der Dussen,marlen.van.der.dussen.00118@de.kupferkanne.test,(02987) 37056,DE,Bavaria,Nuremberg,"Zimmerplatz 92, Nuremberg"
CUST-00119,2023-01-24,One-Time Buyers,Dex,Scuylenborchs,dex.scuylenborchs.00119@nl.kupferkanne.test,+31710-036430,NL,South Holland,Rotterdam,"Berendring 8, Rotterdam"
CUST-00120,2023-01-02,One-Time Buyers,Rico,Birnbaum,rico.birnbaum.00120@de.kupferkanne.test,01303835198,DE,Bavaria,Munich,"Horst-Mälzer-Weg 79, Munich"
CUST-00121,2023-01-23,New Arrivals,Aleksandra,Hubmann,aleksandra.hubmann.00121@at.kupferkanne.test,+43 512 19365 282,AT,Upper Austria,Linz,"Mühlböckring 4, Linz"
CUST-00122,2023-01-01,One-Time Buyers,Yara,Laffray,yara.laffray.00122@nl.kupferkanne.test,(0491) 249653,NL,North Holland,Amsterdam,"Michellebaan 08, Amsterdam"
CUST-00123,2023-01-22,Coffee Regulars,Ferdinand,Hering,ferdinand.hering.00123@de.kupferkanne.test,(06551) 83790,DE,North Rhine-Westphalia,Cologne,"Vlado-Zimmer-Allee 1, Cologne"
CUST-00124,2023-01-19,New Arrivals,Kamil,Rohde,kamil.rohde.00124@pl.kupferkanne.test,790 711 126,PL,Lesser Poland,Krakow,"Zakątek 95/23, Krakow"
CUST-00125,2023-01-20,Gift Buyers,Helmtrud,Börner,helmtrud.borner.00125@de.kupferkanne.test,07758 468810,DE,Bavaria,Augsburg,"Inna-Lorch-Gasse 7745, Augsburg"
CUST-00126,2023-01-13,Occasional Explorers,Martin,Hotz,martin.hotz.00126@ch.kupferkanne.test,+41 43 896 85 47,CH,Bern,Bern,"Zinggstrasse 88, Bern"
CUST-00127,2023-01-21,Power Buyers,Resi,Vogt,resi.vogt.00127@de.kupferkanne.test,+49(0)7925 09492,DE,Berlin,Berlin,"Hans-Ludwig-Löffler-Allee 6/7, Berlin"
CUST-00128,2023-01-16,Occasional Explorers,Yasmin,Täsche,yasmin.tasche.00128@de.kupferkanne.test,06528414201,DE,Bavaria,Munich,"Rohtgasse 93/18, Munich"
CUST-00129,2023-01-30,Coffee Regulars,Lilo,Huhn,lilo.huhn.00129@de.kupferkanne.test,+49 (0) 4960 337486,DE,Bavaria,Nuremberg,"Girschnerplatz 0, Nuremberg"
CUST-00130,2023-01-14,One-Time Buyers,Aurelio,Bodner,aurelio.bodner.00130@at.kupferkanne.test,06513/11538290,AT,Salzburg,Salzburg,"Mira-Schuller-Platz 4/3, Salzburg"
CUST-00131,2023-01-13,Occasional Explorers,Gerd,Juncken,gerd.juncken.00131@de.kupferkanne.test,+49(0)2895 32138,DE,North Rhine-Westphalia,Dusseldorf,"Dörrweg 72-65, Dusseldorf"
CUST-00132,2023-01-29,Occasional Explorers,Hella,Putz,hella.putz.00132@de.kupferkanne.test,+49(0)2490331416,DE,Bavaria,Nuremberg,"Koch IIgasse 4117, Nuremberg"
CUST-00133,2023-01-15,Coffee Regulars,Bernadette,Himmelbauer,bernadette.himmelbauer.00133@at.kupferkanne.test,(02660) 24990 129,AT,Upper Austria,Wels,"Amelia-Hochleitner-Weg 6, Wels"
CUST-00134,2023-01-17,One-Time Buyers,Stephan,Leeb,stephan.leeb.00134@at.kupferkanne.test,+43 7259 65761 095,AT,Upper Austria,Wels,"Melek-Krammer-Gasse 960, Wels"
CUST-00135,2023-01-10,Premium Enthusiasts,Marija,Stadelmann,marija.stadelmann.00135@de.kupferkanne.test,+49(0) 827387642,DE,Bavaria,Nuremberg,"Werner-Kraushaar-Allee 7, Nuremberg"
CUST-00136,2023-01-17,One-Time Buyers,Hans,Bien,hans.bien.00136@de.kupferkanne.test,+49 (0) 3731 980650,DE,Berlin,Berlin,"Drubinstraße 9, Berlin"
CUST-00137,2023-01-18,One-Time Buyers,Marie-Claude,Messina,marie.claude.messina.00137@be.kupferkanne.test,001-433-632-8426x793,BE,Wallonia,Namur,"Lorent Streets 2197, Namur"
CUST-00138,2023-01-16,Gift Buyers,Aurelia,Pachnik,aurelia.pachnik.00138@pl.kupferkanne.test,570 072 508,PL,Masovian,Warsaw,"Łączna 727, Warsaw"
